area,num_bath_rooms,num_bed_rooms,price,locality,relaxation_amenity_count,security_amenity_count,maintenance_or_cleaning_amenity_count,social_amenity_count,expendable_amenity_count,service_staff_amenity_count,unclassify_amenity_count,price_per_sqft
700,1,2,12000,24,1,2,2,1,1,1,3,17.14285714
1050,2,3,17000,24,1,1,3,2,4,1,4,16.19047619
700,1,2,12000,24,1,1,3,1,3,1,4,17.14285714
800,1,2,14000,24,1,2,2,1,1,3,4,17.5
700,1,2,12000,24,1,2,2,1,3,2,3,17.14285714
1070,2,3,18000,24,1,1,2,2,4,1,3,16.82242991
1050,2,3,16000,24,1,2,2,4,4,2,3,15.23809524
1050,3,3,16000,24,1,1,2,2,1,2,14,15.23809524
1050,3,3,16000,24,1,1,3,1,3,1,2,15.23809524
1050,3,3,16000,24,1,1,1,2,2,3,13,15.23809524
1050,2,3,14000,24,1,1,1,1,4,3,4,13.33333333
1100,3,3,22000,24,1,1,1,1,3,3,3,20
750,2,2,14000,24,1,1,1,1,5,3,3,18.66666667
400,1,2,10000,24,1,1,1,1,3,3,3,25
650,1,2,12500,24,1,2,1,1,2,1,4,19.23076923
1500,3,3,27000,24,1,2,2,1,4,2,3,18
600,1,2,10000,24,2,1,2,1,4,1,3,16.66666667
1400,3,4,32000,24,1,2,1,1,1,3,3,22.85714286
1100,2,2,16000,145,1,2,2,2,5,1,1,14.54545455
200,2,1,5500,145,1,3,3,1,1,2,4,27.5
1275,3,3,25000,145,5,1,1,1,4,3,1,19.60784314
1000,3,3,18000,145,1,2,2,1,2,3,3,18
1300,3,3,20000,145,4,2,1,1,2,3,4,15.38461538
1260,2,2,20000,145,1,2,3,1,3,3,3,15.87301587
1050,3,3,25000,145,1,1,2,1,3,3,3,23.80952381
1196,2,3,18000,145,1,3,2,1,2,3,1,15.05016722
300,1,2,9000,145,1,2,1,1,3,1,3,30
600,2,2,8500,145,1,2,1,1,1,3,3,14.16666667
1150,2,2,12000,145,1,2,2,1,4,1,3,10.43478261
400,2,2,16000,145,1,1,1,2,1,3,3,40
1600,2,3,21000,123,1,1,1,1,3,3,3,13.125
1050,2,2,16000,145,1,1,2,1,1,2,3,15.23809524
1400,3,3,20000,145,1,1,2,1,2,3,1,14.28571429
1200,3,3,15000,145,1,1,3,1,3,3,3,12.5
1000,2,3,13500,145,1,2,2,1,4,3,2,13.5
2200,3,3,35000,56,4,1,2,1,3,3,5,15.90909091
1200,3,3,15000,145,2,2,1,1,3,3,3,12.5
700,2,2,12000,145,1,2,1,1,2,3,3,17.14285714
1400,3,3,33000,134,1,1,2,1,5,3,5,23.57142857
1050,2,2,17000,145,3,1,2,1,4,3,4,16.19047619
2600,3,3,55000,134,1,1,2,1,4,3,5,21.15384615
1700,3,3,35000,134,1,2,1,1,1,3,3,20.58823529
2600,4,4,100000,57,1,2,2,1,2,2,2,38.46153846
1800,3,3,38000,134,1,2,1,1,4,2,1,21.11111111
1000,2,3,35000,54,1,3,1,1,3,1,3,35
1700,3,3,45000,61,3,1,2,1,4,3,3,26.47058824
3000,3,3,120000,134,1,2,3,1,2,2,13,40
2600,3,4,120000,61,1,1,1,2,2,3,3,46.15384615
1725,3,3,45000,61,1,1,2,1,3,3,3,26.08695652
2100,2,1,55000,61,1,1,1,1,3,3,4,26.19047619
2550,3,3,40000,61,1,1,2,2,2,3,4,15.68627451
2450,4,3,70000,61,1,1,1,1,2,3,3,28.57142857
2550,4,3,80000,61,1,1,3,1,3,3,3,31.37254902
600,2,2,12000,145,1,1,3,1,3,3,3,20
2550,4,3,80000,61,1,1,3,3,1,2,3,31.37254902
3,1,1,10000,116,1,1,3,1,3,2,4,3333.333333
2100,4,3,50000,61,1,1,3,1,4,3,4,23.80952381
250,1,2,10000,31,2,3,2,1,2,1,13,40
2200,4,4,30000,56,1,1,1,1,3,3,3,13.63636364
2290,4,4,35000,56,1,2,2,1,4,3,3,15.28384279
1500,3,4,50000,134,1,1,1,1,2,3,4,33.33333333
2200,4,3,35000,56,4,2,1,1,1,3,3,15.90909091
2150,3,3,27000,56,1,1,1,1,5,3,3,12.55813953
2200,3,4,30000,56,1,1,1,1,1,3,3,13.63636364
2150,3,3,30000,56,1,1,2,1,5,3,3,13.95348837
2150,3,3,40000,56,1,1,2,1,3,3,3,18.60465116
800,2,2,17000,55,1,3,3,1,2,1,4,21.25
2200,3,3,33000,56,1,1,2,1,1,2,3,15
1170,3,3,20000,56,1,1,2,1,3,3,4,17.09401709
1500,3,3,32000,134,1,1,2,2,2,3,3,21.33333333
2100,4,4,35000,56,1,1,1,3,2,1,1,16.66666667
2000,4,4,30000,56,1,3,2,1,4,3,3,15
2200,4,4,35000,56,1,1,2,1,4,1,4,15.90909091
2100,3,4,35000,56,2,1,2,1,2,2,3,16.66666667
2435,4,5,65000,134,1,1,1,1,2,4,3,26.69404517
1400,3,3,28000,134,4,1,3,1,2,3,12,20
1400,3,3,28000,134,1,1,2,1,1,1,3,20
1400,6,2,35000,134,2,2,1,1,3,2,4,25
2200,3,3,33000,56,1,1,2,1,5,2,3,15
2200,4,4,40000,56,1,2,1,1,1,1,3,18.18181818
1036,4,3,32000,56,1,2,1,1,4,3,7,30.88803089
2200,4,4,40000,56,1,1,2,2,1,3,13,18.18181818
2200,2,3,30000,56,1,2,2,1,2,3,3,13.63636364
2200,3,3,30000,56,5,2,1,1,1,3,3,13.63636364
1300,3,3,16000,56,1,2,2,1,2,3,4,12.30769231
2540,4,5,100000,55,1,2,1,1,3,3,3,39.37007874
2200,4,4,35000,56,4,2,1,1,6,1,3,15.90909091
2350,2,4,40000,56,1,2,2,2,1,3,3,17.0212766
2000,5,5,35000,56,1,1,1,1,4,3,15,17.5
2200,4,4,35000,56,1,1,2,1,5,3,4,15.90909091
2200,4,4,30000,56,1,1,1,1,4,1,3,13.63636364
2200,4,3,30000,56,1,1,2,1,1,3,3,13.63636364
2250,4,4,30000,56,1,1,3,1,5,2,3,13.33333333
35000,4,4,35000,56,1,2,2,1,1,3,4,1
2200,4,4,32000,56,1,1,2,1,2,2,2,14.54545455
2150,3,3,30000,56,1,1,2,2,3,2,2,13.95348837
2200,4,4,30000,56,1,1,2,2,3,2,3,13.63636364
2200,4,4,35000,56,1,1,2,1,4,3,1,15.90909091
1400,3,3,65000,57,1,1,2,1,2,2,3,46.42857143
800,2,2,40000,57,1,4,3,1,1,3,4,50
2700,4,4,70000,55,1,1,2,1,4,2,3,25.92592593
2750,4,4,88000,57,1,1,1,1,5,2,3,32
2700,4,4,75000,57,1,2,1,1,4,3,4,27.77777778
1000,2,3,32000,57,1,1,2,1,3,1,3,32
1800,3,3,50000,57,1,1,3,2,3,3,3,27.77777778
2500,3,3,80000,57,1,2,3,1,5,3,4,32
2700,3,4,80000,57,1,3,2,1,4,2,4,29.62962963
2700,4,5,70000,55,1,1,1,1,4,2,4,25.92592593
1400,3,3,65000,57,2,1,2,1,1,2,4,46.42857143
2200,3,4,33000,56,1,2,3,1,1,3,5,15
650,1,1,18000,55,2,2,1,2,4,2,13,27.69230769
2700,5,4,150000,55,1,2,1,1,3,2,3,55.55555556
1300,3,3,40000,55,4,2,2,1,1,2,3,30.76923077
1300,3,3,35000,55,1,1,3,2,2,2,1,26.92307692
500,3,3,18000,55,1,1,1,1,2,1,4,36
2175,3,3,30000,56,5,1,2,1,3,3,2,13.79310345
1300,3,3,35000,55,1,1,1,1,2,3,3,26.92307692
2600,3,4,85000,57,5,1,1,1,2,3,1,32.69230769
2100,3,3,60000,31,1,1,2,2,3,3,4,28.57142857
2600,4,3,26000,55,1,2,1,4,1,3,3,10
2200,3,3,170000,31,2,1,2,1,3,3,4,77.27272727
1300,2,3,40000,55,1,2,1,3,2,2,3,30.76923077
1300,3,3,40000,55,1,2,1,1,3,1,3,30.76923077
2700,4,4,70000,55,1,1,3,2,3,2,1,25.92592593
1700,3,3,57000,55,3,2,3,1,5,2,4,33.52941176
2600,6,5,175000,55,5,2,1,2,3,1,2,67.30769231
1200,3,6,35000,55,1,2,3,1,2,3,4,29.16666667
2600,5,4,90000,55,1,2,3,1,3,2,5,34.61538462
2600,4,4,63000,55,1,2,2,1,1,3,16,24.23076923
400,1,1,8000,55,1,1,2,1,1,2,4,20
1330,3,3,400000,55,1,1,1,1,4,2,4,300.7518797
1400,2,3,42000,55,1,2,1,1,1,3,3,30
2200,2,2,60000,57,1,1,1,2,3,3,1,27.27272727
1350,3,3,50000,57,1,1,1,2,1,1,3,37.03703704
1450,3,3,36000,57,1,3,2,3,2,3,3,24.82758621
2600,4,4,100000,57,3,1,2,1,3,2,2,38.46153846
700,2,2,22000,57,4,3,2,1,3,1,4,31.42857143
1330,3,3,37000,55,1,1,2,1,1,2,13,27.81954887
2800,4,4,60000,55,1,2,2,2,4,4,4,21.42857143
2600,4,4,65000,31,1,1,2,1,1,2,3,25
1250,2,2,35000,55,1,2,2,1,1,1,2,28
1300,3,3,40000,55,1,2,2,2,1,3,3,30.76923077
1650,3,3,35000,55,1,1,2,1,4,2,5,21.21212121
1550,3,3,35000,55,1,2,1,1,4,2,1,22.58064516
1300,3,3,35000,55,1,1,2,2,2,3,3,26.92307692
1300,3,3,35000,55,2,2,1,1,3,4,2,26.92307692
1700,3,3,30000,55,1,2,2,3,2,3,2,17.64705882
2600,4,4,60000,55,1,1,2,1,2,2,4,23.07692308
2000,3,3,45000,55,2,1,2,1,3,3,5,22.5
1350,3,3,29000,55,1,1,3,1,1,2,4,21.48148148
1350,3,3,35000,55,1,2,1,2,1,3,2,25.92592593
1200,3,3,22000,55,1,2,2,1,4,3,4,18.33333333
1730,3,3,43000,112,1,3,3,2,3,3,1,24.85549133
2200,3,3,80000,31,1,1,1,1,3,2,4,36.36363636
1450,4,3,20000,101,1,2,2,1,3,3,3,13.79310345
1250,3,3,30000,31,4,2,1,1,4,3,4,24
2150,3,3,50000,31,2,1,2,1,1,2,4,23.25581395
800,2,2,18000,102,1,2,2,1,1,2,4,22.5
1370,3,3,20000,101,1,2,3,1,3,2,3,14.59854015
1000,2,2,16000,24,3,1,2,1,1,3,4,16
1100,2,2,16000,24,1,1,3,1,3,3,3,14.54545455
500,1,2,15000,55,1,3,2,1,3,3,4,30
1150,3,3,20000,24,4,2,2,1,4,2,3,17.39130435
1200,2,2,14000,135,1,1,3,1,3,3,12,11.66666667
800,2,2,24000,92,3,1,3,1,2,3,2,30
750,2,2,17000,102,1,2,2,1,5,3,3,22.66666667
1550,3,3,30000,55,4,1,1,2,5,1,3,19.35483871
2600,3,3,65000,55,1,1,1,1,2,2,4,25
800,2,2,18000,135,1,3,2,1,3,2,4,22.5
650,2,2,25000,55,1,1,2,3,4,3,3,38.46153846
1000,2,2,25000,55,1,2,1,1,4,3,5,25
1400,3,3,30000,55,1,1,3,1,3,2,4,21.42857143
2750,4,4,80000,55,3,1,2,1,4,2,3,29.09090909
1300,3,3,40000,55,1,1,2,1,3,3,3,30.76923077
1300,3,3,35000,55,1,1,1,1,2,2,3,26.92307692
1300,3,3,35000,55,1,2,2,1,1,2,3,26.92307692
1150,2,3,18000,118,1,1,2,1,2,3,5,15.65217391
850,2,2,11000,90,5,1,2,1,4,2,13,12.94117647
850,2,2,13000,118,1,1,2,1,5,3,13,15.29411765
1250,2,2,12000,118,1,3,2,2,1,3,4,9.6
1457,3,3,5800,118,1,2,3,1,4,2,3,3.98078243
1050,2,3,16000,118,4,1,1,2,1,3,4,15.23809524
200,2,1,9000,120,1,2,2,1,1,3,3,45
1425,3,3,21000,118,1,1,3,1,3,3,3,14.73684211
850,2,2,14000,118,1,1,2,1,2,3,3,16.47058824
650,2,2,13000,118,1,2,1,1,2,1,4,20
1300,3,4,4000,118,1,1,2,2,4,3,3,3.076923077
900,2,2,17000,101,4,2,1,1,1,2,3,18.88888889
1500,4,3,22000,118,1,1,1,1,4,1,3,14.66666667
750,2,2,12000,118,1,2,2,1,2,3,3,16
1750,3,3,23000,118,1,2,1,2,3,2,3,13.14285714
900,2,2,14000,101,1,2,3,1,4,2,2,15.55555556
1000,2,2,17000,101,1,2,2,1,4,1,3,17
1300,2,3,23000,101,2,1,2,1,4,3,3,17.69230769
800,2,2,14500,123,1,1,2,1,2,3,3,18.125
1000,2,2,21000,118,1,2,2,1,2,1,4,21
1350,3,3,40000,171,1,2,2,1,2,2,4,29.62962963
1000,2,2,14000,90,1,2,1,1,3,3,4,14
200,1,1,5000,171,1,1,2,1,1,3,4,25
1500,3,4,15000,118,1,1,2,1,1,3,3,10
1388,3,4,35000,171,3,1,2,2,4,2,3,25.21613833
800,3,3,20000,118,1,2,1,1,3,2,3,25
2250,4,3,50000,171,1,2,1,1,1,3,3,22.22222222
1200,3,3,34000,171,5,2,2,3,2,2,2,28.33333333
3000,4,5,112000,171,1,2,2,1,3,3,4,37.33333333
1150,3,3,18000,118,1,2,2,1,1,2,1,15.65217391
750,2,2,13000,101,1,1,1,2,1,2,3,17.33333333
850,2,2,12000,90,1,1,1,4,3,2,3,14.11764706
2250,3,3,80000,61,1,2,2,1,3,3,3,35.55555556
1000,3,3,17000,171,1,1,3,4,3,3,4,17
750,2,2,15000,101,1,1,3,1,3,3,3,20
1400,3,3,19000,118,1,2,2,1,4,2,3,13.57142857
1850,3,3,30000,118,2,1,1,1,2,3,3,16.21621622
950,3,3,18000,135,1,1,3,1,3,1,4,18.94736842
1800,3,3,150000,31,1,1,2,1,1,2,4,83.33333333
1000,2,3,29500,123,2,1,2,1,4,2,15,29.5
700,3,2,17500,123,1,2,2,1,5,3,4,25
1600,3,3,26000,123,1,1,3,1,1,1,4,16.25
650,1,2,16000,123,1,1,3,1,2,3,2,24.61538462
650,2,2,17500,123,1,1,2,1,4,3,2,26.92307692
1100,2,2,20000,123,1,1,1,2,4,2,4,18.18181818
600,2,2,12000,123,1,2,2,2,5,2,3,20
800,2,2,15000,90,1,1,2,1,1,3,3,18.75
1100,1,4,27000,118,1,1,2,3,3,3,5,24.54545455
600,2,2,11000,123,1,1,3,1,2,2,5,18.33333333
2250,4,4,25000,56,1,2,1,1,2,1,3,11.11111111
2200,3,3,40000,31,1,1,2,1,4,3,2,18.18181818
1500,2,2,14000,51,4,2,1,1,3,3,4,9.333333333
850,2,2,25000,92,1,2,2,2,3,3,3,29.41176471
1650,3,3,30000,61,1,1,1,1,3,2,3,18.18181818
950,2,2,14000,90,1,2,2,1,4,3,1,14.73684211
740,2,2,15000,90,3,1,1,1,3,1,3,20.27027027
2500,3,3,28000,31,2,1,1,1,2,3,4,11.2
1150,3,3,28500,123,1,2,3,1,3,3,1,24.7826087
1000,2,3,15000,61,1,2,3,2,4,3,3,15
1060,2,3,18000,61,1,1,1,1,1,3,4,16.98113208
750,2,2,14500,123,1,1,1,4,3,1,3,19.33333333
1500,3,3,18000,61,1,1,3,1,3,2,4,12
1250,3,3,20000,61,1,2,3,1,4,3,2,16
700,2,2,15000,61,1,2,1,2,2,3,3,21.42857143
1300,3,3,20000,61,1,1,3,1,4,2,3,15.38461538
700,2,2,13000,167,1,1,2,1,4,1,4,18.57142857
700,2,2,16000,110,1,4,3,1,3,3,14,22.85714286
400,2,2,6000,62,2,2,2,2,1,3,3,15
200,1,1,8000,118,1,2,3,1,4,1,3,40
600,2,2,9500,123,1,2,2,1,1,2,3,15.83333333
1400,3,2,13000,118,1,2,2,1,3,3,3,9.285714286
3000,3,4,700000,31,4,1,1,1,4,3,1,233.3333333
800,2,2,16500,123,1,2,2,1,2,1,4,20.625
700,2,2,13000,110,1,1,2,2,4,3,3,18.57142857
750,2,2,18000,123,4,1,3,1,5,2,3,24
1100,2,3,28000,123,1,1,2,1,3,2,1,25.45454545
700,2,2,14000,123,4,1,2,1,3,2,3,20
1200,2,3,26000,92,1,1,3,1,3,2,3,21.66666667
1390,3,3,35000,92,1,2,2,1,2,3,3,25.17985612
1350,3,3,28500,112,1,2,1,1,3,2,3,21.11111111
1749,3,3,36000,170,4,1,2,1,3,3,3,20.58319039
700,2,2,7500,62,1,1,3,3,2,2,4,10.71428571
300,1,1,6000,167,1,1,1,1,4,3,13,20
1400,3,3,27000,139,1,2,2,2,2,3,3,19.28571429
2600,3,3,100000,31,1,1,2,1,1,2,3,38.46153846
800,2,2,16000,123,1,2,1,1,3,3,3,20
1000,2,3,10000,43,1,2,1,1,1,3,3,10
850,2,2,23000,61,1,1,2,1,5,3,3,27.05882353
1450,3,3,22000,145,1,1,1,1,2,3,4,15.17241379
2000,3,3,45000,67,1,1,2,1,1,3,7,22.5
900,2,3,10000,146,1,1,2,1,4,1,15,11.11111111
1100,5,1,25000,101,1,1,2,2,2,1,3,22.72727273
400,1,1,7500,167,1,1,2,1,3,2,5,18.75
900,2,3,8500,146,1,2,1,1,2,3,1,9.444444444
600,1,2,6000,146,1,4,2,4,2,3,3,10
1200,3,3,25000,153,1,1,3,1,1,3,3,20.83333333
1200,2,3,15000,24,1,1,2,1,1,3,3,12.5
1100,3,3,26000,135,5,2,1,1,1,2,2,23.63636364
500,1,2,12000,135,3,1,2,1,4,1,4,24
800,2,2,16000,135,1,1,2,1,2,2,3,20
850,2,2,18000,135,1,1,1,1,3,1,3,21.17647059
2800,4,4,60000,135,3,2,2,1,1,3,3,21.42857143
1800,3,3,40000,135,1,1,1,1,5,2,3,22.22222222
1200,2,4,8000,33,1,1,2,1,1,2,3,6.666666667
830,2,2,17000,135,1,1,2,1,2,3,13,20.48192771
1450,3,3,26000,135,1,2,2,1,5,2,4,17.93103448
850,2,2,16000,135,1,1,2,2,2,3,3,18.82352941
1350,3,3,22000,135,1,1,1,1,3,3,3,16.2962963
870,2,2,15000,135,1,2,3,2,4,2,4,17.24137931
120,2,1,10000,135,1,1,1,1,3,3,3,83.33333333
1750,3,4,30000,135,1,1,3,1,4,3,3,17.14285714
700,1,2,20000,92,1,1,1,1,4,2,3,28.57142857
350,1,1,8500,135,3,1,1,1,3,2,3,24.28571429
1500,3,3,35000,92,2,2,2,1,2,3,3,23.33333333
960,2,2,28000,61,1,1,3,1,4,1,5,29.16666667
1200,2,3,24000,92,1,1,1,1,4,1,6,20
10,1,1,9000,61,1,1,1,1,4,1,1,900
600,1,2,16000,61,4,1,3,1,4,1,3,26.66666667
1800,3,5,50000,61,1,1,2,1,2,1,1,27.77777778
550,1,2,14100,123,1,1,2,1,4,2,4,25.63636364
550,1,2,17000,92,1,1,1,1,1,1,3,30.90909091
900,1,3,12000,123,1,1,2,1,3,1,4,13.33333333
850,2,2,12000,123,1,2,2,1,1,2,3,14.11764706
600,2,2,15000,123,1,1,2,3,5,3,3,25
400,1,1,9000,61,1,1,2,1,2,3,3,22.5
1250,3,3,24000,61,1,1,3,1,2,3,3,19.2
865,2,2,20000,135,1,1,1,1,2,2,3,23.12138728
1200,3,3,32000,92,1,2,3,1,3,3,4,26.66666667
2250,3,3,100000,31,1,2,1,1,2,3,3,44.44444444
650,1,2,15000,92,1,1,3,1,4,3,4,23.07692308
750,2,2,18000,135,1,1,2,2,3,3,1,24
1500,3,3,30000,135,1,1,2,1,4,3,16,20
650,2,2,9500,118,1,2,2,1,4,3,4,14.61538462
900,2,2,25000,92,1,1,2,2,2,3,2,27.77777778
1371,3,3,35000,92,1,3,1,2,3,3,3,25.52881109
750,2,2,15000,118,4,2,2,1,3,1,3,20
1200,3,3,21000,40,1,2,3,1,4,3,4,17.5
1000,2,3,30000,139,1,2,1,2,1,3,4,30
800,2,2,18000,61,1,1,3,1,2,3,2,22.5
1400,3,3,32000,119,1,1,1,1,1,2,3,22.85714286
1150,2,2,23000,56,1,1,2,1,3,3,3,20
2500,3,5,60000,119,1,2,1,2,3,2,1,24
2250,3,3,32000,56,1,1,3,1,3,2,3,14.22222222
1100,3,3,20000,119,4,2,2,1,1,3,3,18.18181818
2350,3,4,40000,56,1,4,1,1,4,3,3,17.0212766
800,2,2,10500,24,1,1,2,1,1,2,4,13.125
1300,3,3,20000,24,1,2,2,2,2,2,4,15.38461538
1900,3,4,50000,119,1,1,2,2,3,3,4,26.31578947
1800,3,3,30000,157,1,2,3,2,2,3,4,16.66666667
1180,2,3,15000,123,1,2,2,1,1,2,4,12.71186441
600,2,2,13500,118,1,1,2,4,1,2,1,22.5
1350,3,3,29000,92,1,2,3,1,1,2,4,21.48148148
900,2,2,15000,61,1,1,3,1,4,2,4,16.66666667
2280,3,3,100000,31,2,1,2,1,2,2,3,43.85964912
2200,3,3,75000,74,2,2,2,1,4,2,3,34.09090909
850,2,2,10000,24,1,1,2,2,1,3,3,11.76470588
1000,2,3,22000,92,2,1,1,2,4,2,3,22
800,2,2,11500,24,1,1,2,2,1,3,3,14.375
3000,3,4,70000,40,1,1,1,1,2,1,3,23.33333333
1300,3,3,16000,24,1,1,2,1,3,3,4,12.30769231
750,2,2,20000,92,1,1,3,1,3,2,3,26.66666667
800,2,2,7000,24,1,2,2,1,1,3,3,8.75
1250,3,3,24000,119,1,3,2,3,3,3,3,19.2
1170,3,3,20000,24,1,1,2,2,3,3,4,17.09401709
1400,2,3,14000,24,1,1,1,1,2,2,3,10
800,1,2,8500,24,1,2,1,3,2,1,8,10.625
4000,6,6,40000,24,1,3,2,1,5,3,3,10
700,2,2,11000,24,1,1,1,2,3,1,3,15.71428571
1300,3,3,20000,24,5,1,2,1,1,3,3,15.38461538
900,1,2,10000,24,2,2,1,1,2,1,5,11.11111111
1335,3,3,18000,24,1,2,3,3,2,3,3,13.48314607
1100,3,3,13000,24,1,2,2,1,4,2,3,11.81818182
850,2,2,12000,24,1,3,2,1,1,1,4,14.11764706
1000,2,2,12000,24,4,1,1,1,1,3,2,12
500,2,1,8500,119,2,2,2,1,2,2,5,17
1498,2,3,32000,67,1,1,2,1,2,2,3,21.36181575
1300,1,3,35000,119,4,2,2,1,4,3,4,26.92307692
600,3,3,7500,24,1,2,1,1,4,2,2,12.5
1950,4,3,50000,119,1,2,2,1,3,3,2,25.64102564
1990,2,3,40000,119,1,1,2,1,2,3,1,20.10050251
1730,4,3,45000,119,1,1,2,1,3,1,4,26.01156069
800,2,2,10000,24,3,2,1,1,5,2,4,12.5
1609,2,3,32000,112,1,2,2,5,3,3,13,19.88812927
1565,2,3,30000,119,1,1,2,1,1,3,3,19.16932907
2000,3,3,32000,119,1,1,3,1,4,1,3,16
800,2,2,12000,119,1,1,2,1,3,3,4,15
900,2,2,12000,167,1,2,1,1,2,2,3,13.33333333
1950,3,3,50000,119,1,3,2,1,1,3,4,25.64102564
1400,3,3,35000,112,2,2,2,1,4,3,4,25
1600,3,3,30000,119,1,2,1,1,2,3,3,18.75
1300,3,3,30000,119,5,2,2,1,4,1,3,23.07692308
900,1,2,16000,92,1,1,1,1,1,2,12,17.77777778
1750,3,3,40000,112,1,4,3,1,2,3,4,22.85714286
1750,3,3,40000,112,1,1,2,1,1,3,3,22.85714286
682,3,3,24000,92,1,2,2,1,4,3,4,35.19061584
1470,3,3,28000,116,3,3,2,1,1,2,3,19.04761905
2200,3,3,45000,56,1,1,2,1,3,1,4,20.45454545
2350,3,3,45000,56,1,1,2,1,2,2,4,19.14893617
1915,4,3,55000,119,1,1,2,1,1,3,3,28.72062663
1100,3,3,30000,139,1,1,3,1,4,2,4,27.27272727
2200,3,4,32000,56,1,1,1,1,2,3,4,14.54545455
700,2,2,16000,116,1,2,1,2,4,2,3,22.85714286
1336,2,3,16000,24,1,2,1,1,1,2,4,11.9760479
2200,4,4,30000,56,1,2,1,1,4,2,3,13.63636364
1305,3,3,25000,24,4,1,3,1,1,3,3,19.15708812
2200,3,4,35000,56,1,2,1,1,1,3,2,15.90909091
1000,2,3,4500000,24,1,2,2,1,2,2,4,4500
2200,4,3,30000,56,1,1,2,2,3,3,3,13.63636364
950,3,3,16000,24,1,2,3,1,3,3,3,16.84210526
750,2,2,10500,24,1,3,1,1,3,3,3,14
1200,2,3,11500,24,1,1,1,1,5,1,1,9.583333333
750,2,2,9500,24,1,2,1,2,1,2,4,12.66666667
1245,3,3,30000,61,1,3,3,1,1,2,3,24.09638554
950,2,2,11500,24,2,2,2,1,3,1,1,12.10526316
1400,2,3,18000,24,1,1,2,1,2,2,4,12.85714286
1200,3,3,16000,24,2,2,3,1,1,3,5,13.33333333
1000,2,2,18000,61,1,1,1,1,2,3,3,18
1300,3,3,25000,116,2,1,2,1,2,3,5,19.23076923
1390,3,3,35000,119,1,1,2,1,1,1,3,25.17985612
700,3,3,11000,67,1,2,2,1,5,3,11,15.71428571
1700,4,3,36000,92,1,2,1,2,2,3,3,21.17647059
2200,4,4,32000,56,1,1,2,1,3,1,3,14.54545455
800,3,3,40000,92,4,2,2,1,1,2,3,50
1250,3,3,27000,139,2,2,1,2,1,2,1,21.6
1150,3,3,30000,61,1,3,2,1,2,3,3,26.08695652
1000,2,2,12000,24,1,2,2,1,3,1,4,12
1300,2,2,9000,24,4,1,1,1,4,2,3,6.923076923
1720,4,3,35000,24,1,2,3,1,2,2,3,20.34883721
800,2,3,25000,61,1,3,2,2,1,3,4,31.25
950,3,3,16000,24,1,1,2,1,3,1,1,16.84210526
920,2,2,12000,118,1,2,2,1,3,2,3,13.04347826
900,2,2,11500,24,1,1,1,1,1,1,2,12.77777778
900,2,2,11500,24,1,1,2,1,1,2,2,12.77777778
1350,3,3,35000,119,1,1,1,1,4,3,3,25.92592593
1750,3,3,45000,61,4,2,1,1,3,1,3,25.71428571
400,1,2,8000,167,1,1,1,1,1,3,4,20
800,2,2,9000,55,4,2,2,1,2,2,3,11.25
800,2,2,12000,101,1,2,2,1,3,2,3,15
5,2,1,20000,92,1,2,3,1,4,2,3,4000
700,1,3,15000,167,1,1,1,1,2,3,4,21.42857143
1350,2,3,33000,55,5,1,1,1,1,1,4,24.44444444
800,2,3,19500,67,1,2,2,3,4,3,3,24.375
1150,3,3,22000,101,1,1,1,1,3,3,3,19.13043478
1300,3,3,55000,55,1,2,2,1,3,3,4,42.30769231
2250,5,4,30000,56,2,2,1,1,2,1,4,13.33333333
800,2,2,17000,67,3,1,1,1,3,3,4,21.25
1500,3,3,15000000,92,2,2,1,1,4,3,4,10000
1700,3,3,45000,92,1,1,2,1,2,3,1,26.47058824
1700,4,3,35000,92,1,1,1,1,2,3,3,20.58823529
2200,3,3,30000,56,1,1,3,1,3,3,4,13.63636364
2200,3,3,35000,56,1,1,2,1,2,2,1,15.90909091
1150,2,1,24000,56,1,1,2,1,4,3,3,20.86956522
800,1,2,10000,67,1,1,2,1,3,1,3,12.5
800,2,3,19500,67,2,1,2,1,1,3,4,24.375
750,2,2,19000,92,1,1,2,1,3,1,3,25.33333333
500,2,2,12000,123,2,1,2,1,4,2,3,24
1350,3,3,24000,118,1,1,1,1,3,1,4,17.77777778
600,2,2,3500,62,1,1,2,1,1,3,3,5.833333333
2000,3,3,55000,123,1,2,2,1,2,1,5,27.5
800,2,2,16000,123,2,1,1,1,4,3,4,20
700,2,2,12500,123,1,1,1,2,5,3,4,17.85714286
300,1,1,4000,62,4,1,1,1,4,2,3,13.33333333
1100,2,3,16000,24,1,1,1,1,1,2,3,14.54545455
1200,3,3,30000,92,1,1,2,1,3,3,3,25
720,2,2,21000,92,2,1,1,2,3,1,3,29.16666667
1300,3,3,30000,92,1,2,2,1,2,2,3,23.07692308
1200,3,3,25000,92,1,1,1,1,1,3,4,20.83333333
850,2,2,20000,92,1,1,1,1,2,3,4,23.52941176
1377,3,3,27000,14,1,1,2,1,2,1,4,19.60784314
1250,3,3,24000,92,1,1,2,1,3,3,3,19.2
1600,3,3,35000,92,1,2,1,4,4,1,4,21.875
1250,3,3,20000,24,1,2,1,2,2,2,14,16
2300,3,3,45000,92,1,3,2,2,1,2,4,19.56521739
3200,3,3,50000,24,4,1,1,1,3,1,4,15.625
1000,3,2,15500,24,1,1,2,1,3,3,4,15.5
500,1,2,13000,92,1,1,1,2,2,3,4,26
