City,Province,Latitude,Longitude,Price,Bedrooms,Bathrooms,Acreage,Property Type,Square Footage,Garage,Parking,Basement,Exterior,Fireplace,Heating,Flooring,Roof,Waterfront,Sewer,Pool,Garden,Balcony
Whistler,BC,50.0883528,-123.0070448,3599000.0,5.0,4.0,0.2,Single Family,3085.0,Yes,No,,,Yes,radiant,,,No,none,No,No,No
Valemount,BC,52.8306265,-119.2699278,179900.0,1.0,1.0,0.2,Single Family,775.0,Yes,No,,,No,radiant,,metal,No,none,No,No,No
Quesnel,BC,52.9903844,-122.6801346,379900.0,3.0,1.0,4.94,Single Family,1246.0,No,No,,Wood,Yes,radiant,,metal,No,none,No,No,No
Fort McMurray,AB,56.726066,-111.463544,579900.0,5.0,3.0,0.04,Single Family,1428.0,Yes,No,Finished,,Yes,forced air,carpet,asphalt,No,none,No,Yes,No
Kamloops,BC,50.7405815,-120.6985168,599900.0,2.0,3.0,0.0,Condo/Townhome,1260.0,Yes,Yes,,,Yes,alt heat,,,No,municipal,No,No,No
Peachland,BC,49.7823574,-119.7248536,2849999.0,9.0,8.0,0.26,Single Family,6204.0,Yes,Yes,Finished,Concrete,Yes,radiant,wood,asphalt,No,municipal,No,No,No
Golden,BC,51.2945251,-116.9760513,574000.0,3.0,1.0,0.15,Single Family,1018.0,No,No,No basement,,No,heat pump,,,No,municipal,No,No,No
Grande Prairie,AB,55.174469,-118.7496262,310000.0,3.0,2.0,0.08,Duplex,1172.0,Yes,Yes,Finished,,No,forced air,carpet,asphalt,No,none,No,Yes,No
Lethbridge,AB,49.6967164,-112.9062815,425000.0,4.0,2.0,0.09,Single Family,914.0,Yes,Yes,Finished,,No,forced air,tile,asphalt,No,none,No,No,No
Whistler,BC,50.0886017,-123.0000347,1999000.0,4.0,2.0,0.0,Duplex,2046.0,No,No,,,Yes,radiant,,,No,none,No,No,No
Kamloops,BC,50.6675492,-120.1796328,724900.0,4.0,3.0,0.1,Single Family,2318.0,Yes,No,Finished,Vinyl,No,forced air,carpet,asphalt,No,municipal,No,No,No
Peachland,BC,49.7716056,-119.7557702,1400000.0,5.0,4.0,0.21,Single Family,4100.0,Yes,No,Finished,Composite,Yes,forced air,wood,asphalt,No,municipal,No,No,No
Kamloops,BC,50.7635193,-120.3472595,742900.0,3.0,3.0,0.09,Single Family,1536.0,Yes,No,,,Yes,forced air,carpet,asphalt,No,municipal,No,No,No
Lake Country,BC,50.0734424,-119.4155484,849999.0,3.0,3.0,0.11,Single Family,2345.0,Yes,No,,,Yes,alt heat,,asphalt,No,municipal,No,No,No
Kelowna,BC,49.8940406,-119.494334,889000.0,2.0,2.0,0.0,Condo,1053.0,No,Yes,,Concrete,No,heat pump,wood,,No,municipal,No,No,No
Big White,BC,49.7219276,-118.9254227,205000.0,0.0,1.0,0.0,Condo,462.0,No,Yes,,,No,,carpet,,No,municipal,No,No,No
Chase,BC,50.826079,-119.682153,615000.0,3.0,2.0,0.17,Single Family,2040.0,Yes,Yes,,Wood,No,forced air,tile,asphalt,No,municipal,No,No,No
Penticton,BC,49.5013579,-119.6161913,535000.0,2.0,2.0,0.0,Single Family,1670.0,Yes,No,No basement,Vinyl,Yes,forced air,wood,asphalt,No,municipal,No,No,No
Rural Rocky View County,AB,51.13103304,-114.26227449,1949900.0,5.0,6.0,0.26,Single Family,4189.0,Yes,No,Finished,,Yes,forced air,carpet,asphalt,No,municipal,No,No,No
Vancouver,BC,49.2757777,-123.1257613,899000.0,1.0,1.0,0.0,Condo,862.0,Yes,No,,,Yes,radiant,,,No,none,No,No,No
Blind Bay,BC,50.8769066,-119.3772097,658800.0,4.0,3.0,0.32,Single Family,2240.0,Yes,No,Finished,Wood,Yes,forced air,laminate,asphalt,No,septic,No,No,No
Calgary,AB,51.1732192,-114.1510154,759900.0,4.0,4.0,0.07,Single Family,1606.0,Yes,No,Finished,,Yes,forced air,carpet,asphalt,No,none,No,Yes,No
Grande Prairie,AB,55.1900139,-118.7619019,729900.0,4.0,3.0,0.19,Single Family,2380.0,Yes,Yes,Finished,,Yes,forced air,carpet,cedar shake,No,none,No,Yes,Yes
Calgary,AB,51.09433683,-114.20538832,830000.0,5.0,5.0,0.0,Condo/Townhome,1660.0,Yes,No,,,No,forced air,carpet,,No,none,No,No,No
Kelowna,BC,49.8806834,-119.4944135,549900.0,2.0,2.0,0.0,Condo,1584.0,No,Yes,,,Yes,forced air,wood,,No,municipal,No,No,No
Kelowna,BC,49.861917,-119.2433624,1199000.0,5.0,2.0,10.1,Single Family,2873.0,No,Yes,Partial,Wood,No,forced air,wood,asphalt,No,septic,No,No,No
Calgary,AB,51.1330505,-114.2391651,648800.0,2.0,2.0,0.0,Condo,1181.0,No,Yes,,,Yes,radiant,vinyl,,No,none,No,No,Yes
Saskatoon,SK,52.1360453,-106.6855304,529900.0,5.0,4.0,0.07,Single Family,1463.0,Yes,No,Finished,Composite,No,forced air,,asphalt,No,none,No,No,No
Calgary,AB,51.1596137,-113.9612233,349999.0,2.0,2.0,0.0,Condo,822.0,No,Yes,,,No,radiant,carpet,,No,none,No,No,Yes
Nanaimo,BC,49.2459268,-124.0437954,1149900.0,5.0,4.0,0.15,Single Family,3478.0,Yes,No,Finished,,Yes,forced air,,asphalt,No,municipal,No,Yes,Yes
West Kelowna,BC,49.8693944,-119.6149252,1445000.0,4.0,4.0,0.15,Single Family,2884.0,Yes,No,Finished,Composite,Yes,forced air,carpet,asphalt,No,municipal,No,No,No
Kamloops,BC,50.9367638,-120.2432404,1465000.0,6.0,2.0,5.7,Single Family,3200.0,Yes,Yes,Finished,Vinyl,Yes,forced air,other,asphalt,No,none,No,No,No
Kamloops,BC,50.6722691,-120.3451343,377000.0,1.0,1.0,0.0,Single Family,1000.0,No,Yes,,Concrete,Yes,radiant,vinyl,tile,No,municipal,No,No,No
Kamloops,BC,50.762043,-120.9675446,669000.0,2.0,2.0,1.21,Single Family,2196.0,Yes,Yes,Finished,Concrete,No,forced air,other,metal,No,none,No,No,No
Kelowna,BC,49.7901951,-119.5270321,1389000.0,5.0,4.0,0.39,Single Family,2949.0,Yes,No,Finished,Composite,Yes,forced air,carpet,asphalt,No,septic,No,No,No
Coldstream,BC,50.2177202,-119.117455,1189000.0,4.0,2.0,6.28,Single Family,3365.0,Yes,No,Finished,Vinyl,No,forced air,carpet,asphalt,No,septic,No,No,No
New Westminster,BC,49.200652,-122.950836,1949000.0,3.0,2.0,0.13,Single Family,1100.0,Yes,Yes,,,No,forced air,,,No,none,No,No,No
Nanaimo,BC,49.218152,-124.025391,399000.0,2.0,1.0,0.0,Condo,876.0,No,Yes,,,Yes,radiant,other,,No,municipal,No,No,Yes
Vancouver,BC,49.2901023,-123.1232033,2990000.0,2.0,2.0,0.0,Condo,1573.0,Yes,Yes,,,Yes,forced air,,,No,none,No,No,No
Whistler,BC,50.1421116,-122.9529268,3250000.0,3.0,4.0,0.0,Townhome,2099.0,Yes,No,,,Yes,forced air,,,No,none,No,No,No
Kamloops,BC,50.7346382,-120.3588028,1199999.0,6.0,6.0,0.12,Single Family,3415.0,Yes,No,Finished,Composite,Yes,forced air,carpet,asphalt,No,municipal,No,No,No
Calgary,AB,51.1636637,-114.0923924,299900.0,1.0,1.0,0.0,Townhome,771.0,No,Yes,,,No,boiler,carpet,asphalt,No,none,No,No,Yes
Courtenay,BC,49.663691,-124.973651,789000.0,2.0,1.0,0.32,Single Family,1129.0,Yes,Yes,Partial,,Yes,forced air,other,metal,No,septic,No,No,Yes
Langley,BC,49.1576099,-122.6576808,589900.0,0.0,1.0,0.0,Condo,791.0,Yes,Yes,,,Yes,heat pump,,,No,none,No,No,No
New Westminster,BC,49.224345,-122.8912955,509000.0,1.0,1.0,0.0,Condo,522.0,Yes,Yes,,,No,radiant,,,No,none,No,No,No
Saskatoon,SK,52.1284645,-106.6917941,159900.0,3.0,2.0,0.0,Single Family,960.0,No,No,Finished,Vinyl,No,forced air,,asphalt,No,none,No,No,No
Prince George,BC,54.0117355,-122.8173935,589900.0,3.0,2.0,0.16,Single Family,1230.0,Yes,No,Finished,,No,forced air,,asphalt,No,none,No,No,No
Edmonton,AB,53.4086519,-113.4384233,668900.0,4.0,3.0,0.0,Single Family,2244.0,Yes,No,Finished,,Yes,forced air,,,No,none,No,No,No
Burnaby,BC,49.2208655,-122.9743493,659900.0,3.0,1.0,0.0,Condo,916.0,Yes,Yes,,,No,,,,No,none,No,No,No
Kelowna,BC,49.9586086,-119.4638898,2985000.0,3.0,3.0,0.68,Single Family,2783.0,No,No,,,No,forced air,,asphalt,No,septic,No,No,No
Cranbrook,BC,49.5115317,-115.7530933,539000.0,4.0,3.0,0.18,Single Family,2028.0,Yes,No,Finished,Concrete,Yes,forced air,carpet,asphalt,No,municipal,No,No,No
Kamloops,BC,50.7000237,-120.3985132,245000.0,2.0,1.0,0.0,Condo,800.0,No,No,,,No,,,,No,municipal,No,No,No
Whistler,BC,50.1818414,-122.8728864,3795000.0,4.0,5.0,1.58,Single Family,4385.0,Yes,No,,,Yes,radiant,,,No,none,No,No,No
Grande Cache,AB,53.8873059,-119.1167369,175000.0,3.0,2.0,0.18,Single Family,1060.0,No,No,Finished,Concrete,No,forced air,carpet,,No,none,No,No,No
Richmond,BC,49.1889639,-123.1272639,652000.0,1.0,1.0,0.0,Condo,600.0,Yes,Yes,,,No,,,,No,none,No,No,No
Burnaby,BC,49.2164906,-122.9629421,649800.0,2.0,1.0,0.0,Condo,767.0,Yes,Yes,,,Yes,radiant,,,No,none,No,No,No
Lake Country,BC,50.0294094,-119.4331808,2388000.0,3.0,5.0,0.24,Single Family,4488.0,Yes,No,Finished,Concrete,Yes,forced air,wood,other,No,municipal,No,No,No
Summerland,BC,49.59972,-119.703703,800000.0,6.0,3.0,0.23,Single Family,3204.0,Yes,Yes,,Vinyl,Yes,heat pump,wood,asphalt,No,septic,No,No,No
West Kelowna,BC,49.8302568,-119.6127732,799900.0,3.0,2.0,0.26,Single Family,2140.0,Yes,Yes,,,Yes,forced air,carpet,tar,No,municipal,No,No,No
Dawson Creek,BC,55.754595,-120.251634,499900.0,4.0,3.0,0.34,Single Family,2345.0,Yes,Yes,,Wood,Yes,forced air,carpet,asphalt,No,municipal,No,No,No
Surrey,BC,49.1908127,-122.8268204,409900.0,0.0,1.0,0.0,Condo,383.0,Yes,Yes,,,No,radiant,,,No,none,No,No,No
Vancouver,BC,49.2412212,-123.0575805,569900.0,1.0,1.0,0.0,Condo,549.0,Yes,Yes,,,No,radiant,,,No,none,No,No,No
Richmond,BC,49.1709662,-123.1620299,558000.0,1.0,1.0,0.0,Condo,715.0,Yes,Yes,,,Yes,,,,No,none,No,No,No
Pritchard,BC,50.687028,-119.830532,749900.0,3.0,3.0,0.27,Single Family,1286.0,Yes,No,Finished,Composite,No,forced air,laminate,metal,No,municipal,No,No,No
Lake Country,BC,50.0220566,-119.4209824,650000.0,2.0,2.0,0.0,Condo/Townhome,1246.0,Yes,No,,Concrete,Yes,heat pump,carpet,,No,municipal,No,No,No
Kamloops,BC,50.7312979,-120.3601682,718900.0,3.0,4.0,0.12,Single Family,2400.0,Yes,Yes,,Concrete,Yes,forced air,other,asphalt,No,municipal,No,No,No
Squamish,BC,49.7357595,-123.1197502,998900.0,2.0,3.0,0.0,Condo/Townhome,1464.0,Yes,No,,,Yes,forced air,,,No,none,No,No,No
Surrey,BC,49.1857541,-122.8409675,624900.0,2.0,2.0,0.0,Condo,1340.0,Yes,Yes,,,Yes,,,,No,none,No,No,No
Prince Albert Rm No. 461,SK,53.210713,-105.6352,649000.0,4.0,4.0,2.48,Single Family,1349.0,Yes,No,Finished,Concrete,Yes,forced air,,asphalt,No,septic,No,No,No
Fort St. John,BC,56.2474555,-120.8263467,200000.0,3.0,2.0,0.0,Condo,1250.0,No,No,,Vinyl,No,,,,No,none,No,No,No
100 Mile House,BC,51.6786649370894,-121.214156555295,679900.0,4.0,2.0,2.35,Single Family,2008.0,Yes,No,Partial,Vinyl,No,forced air,,metal,No,none,No,No,No
Eckville,AB,52.36169049,-114.36302598,410000.0,3.0,2.0,0.2,Duplex,1620.0,No,No,Finished,,No,forced air,vinyl,metal,No,none,No,No,No
Airdrie,AB,51.2801768,-114.0480387,549999.0,3.0,3.0,0.07,Duplex,1499.0,Yes,No,Finished,,No,forced air,vinyl,asphalt,No,none,No,No,No
Calgary,AB,50.860633,-114.010992,750000.0,4.0,4.0,0.08,Single Family,2005.0,Yes,No,Finished,,No,forced air,carpet,asphalt,No,none,No,No,No
Maple Ridge,BC,49.1787167,-122.4280895,1499000.0,2.0,1.0,1.15,Single Family,910.0,No,Yes,,,Yes,,,,No,none,No,No,No
Vancouver,BC,49.2346082,-123.0607289,2200000.0,4.0,2.0,0.13,Single Family,2261.0,Yes,No,,,No,forced air,,,No,none,No,No,No
Kelowna,BC,49.8885271,-119.3628266,1199000.0,2.0,3.0,1.36,Single Family,2048.0,Yes,Yes,,Concrete,Yes,radiant,carpet,asphalt,No,septic,No,No,No
Calgary,AB,51.0327336,-114.212471,368000.0,2.0,2.0,0.0,Condo,824.0,Yes,Yes,,,No,radiant,carpet,,No,none,No,No,Yes
Calgary,AB,51.0651955,-114.0643555,928000.0,7.0,3.0,0.14,Single Family,1761.0,No,Yes,Finished,,No,forced air,tile,asphalt,No,none,No,No,No
Richmond,BC,49.1689171,-123.1317802,648000.0,2.0,2.0,0.0,Condo,803.0,No,Yes,,,No,radiant,,,No,none,No,No,No
Rural Clearwater County,AB,52.01012747,-114.52460288,1000000.0,3.0,1.0,145.48,Single Family,1140.0,Yes,Yes,Finished,,Yes,forced air,wood,asphalt,No,septic,No,Yes,No
Carbon,AB,51.4869578,-113.1555515,299900.0,5.0,3.0,0.18,Single Family,1350.0,Yes,Yes,Finished,,No,forced air,carpet,metal,No,none,No,No,No
Calgary,AB,51.0243129,-114.1854116,249900.0,1.0,1.0,0.0,Condo,734.0,Yes,Yes,,,No,radiant,carpet,,No,none,No,No,Yes
Langley,BC,49.1623995,-122.5910335,4399000.0,6.0,6.0,0.53,Single Family,5911.0,Yes,No,,,Yes,forced air,,,No,none,No,No,No
Coombs,BC,49.296948,-124.469986,1100000.0,3.0,2.0,8.45,Single Family,1369.0,Yes,Yes,No basement,,Yes,heat pump,laminate,metal,No,septic,No,Yes,Yes
Chilliwack,BC,49.1699837,-121.9788978,622500.0,3.0,3.0,0.0,Condo/Townhome,1825.0,Yes,No,,,Yes,radiant,,,No,none,No,No,No
Grande Prairie,AB,55.149601,-118.7935944,424900.0,5.0,2.0,0.15,Single Family,1075.0,Yes,No,Finished,Concrete,Yes,forced air,tile,,No,none,No,No,No
Vernon,BC,50.1861104,-119.3973673,1499000.0,3.0,3.0,0.15,Single Family,2830.0,Yes,No,Finished,Wood,Yes,forced air,carpet,asphalt,No,municipal,No,No,No
Vernon,BC,50.3058395,-119.2132645,799000.0,2.0,2.0,0.0,Condo,1365.0,Yes,No,,Composite,Yes,forced air,wood,,No,municipal,No,No,No
Kelowna,BC,49.8800125,-119.47509,480000.0,2.0,2.0,0.0,Condo,974.0,No,Yes,,,No,radiant,carpet,,No,municipal,No,No,No
Red Deer,AB,52.2788657,-113.7541975,699900.0,5.0,4.0,0.12,Single Family,2152.0,Yes,No,Finished,,Yes,forced air,carpet,asphalt,No,none,No,Yes,No
Calgary,AB,51.0644973,-114.1835485,525000.0,2.0,3.0,0.0,Townhome,803.0,Yes,No,,,Yes,,tile,clay,No,none,No,No,Yes
Vauxhall,AB,50.0683867,-112.108256,180000.0,2.0,1.0,0.16,Single Family,893.0,No,No,Partial,,No,forced air,vinyl,asphalt,No,none,No,No,No
Prince George,BC,53.897376,-122.7512047,434000.0,4.0,2.0,0.14,Single Family,2080.0,Yes,No,Finished,Vinyl,Yes,forced air,,asphalt,No,none,No,No,No
Port Alberni,BC,49.240453,-124.794749,449000.0,4.0,2.0,0.11,Single Family,1910.0,No,Yes,Finished,,Yes,forced air,other,fiberglass,No,municipal,No,No,No
Cochrane,AB,51.1703947,-114.4560445,945000.0,4.0,4.0,0.12,Single Family,2258.0,Yes,No,Finished,,Yes,forced air,carpet,asphalt,No,none,No,No,Yes
Rural Rocky View County,AB,51.04640659,-114.26138151,14300000.0,6.0,10.0,18.62,Single Family,10778.0,Yes,No,Finished,,Yes,forced air,wood,flat,No,septic,No,Yes,Yes
Chilliwack,BC,49.1767491,-121.9483535,1069000.0,4.0,3.0,0.1,Single Family,2370.0,Yes,Yes,,,Yes,forced air,,,No,none,No,No,No
Coquitlam,BC,49.2491281,-122.8635544,599900.0,1.0,1.0,0.0,Condo,541.0,Yes,No,,,No,forced air,,,No,none,No,No,No
Lethbridge,AB,49.67540272,-112.89222184,425000.0,3.0,3.0,0.2,Single Family,1106.0,Yes,No,Finished,,No,,carpet,asphalt,No,none,No,No,No
Edmonton,AB,53.424442,-113.525166,224400.0,2.0,2.0,0.0,Condo,782.0,Yes,Yes,,,No,radiant,,,No,none,No,No,No
West Kelowna,BC,49.8302455,-119.6483971,749900.0,3.0,3.0,0.32,Single Family,2095.0,Yes,No,,,No,forced air,carpet,asphalt,No,municipal,No,No,No
Coldstream,BC,50.2250631,-119.1304987,2199000.0,3.0,3.0,7.83,Single Family,3194.0,Yes,No,,Composite,Yes,forced air,wood,asphalt,No,none,No,No,No
Savary Island,BC,49.9380836,-124.823082,1448000.0,3.0,2.0,1.7,Single Family,1718.0,No,No,,,Yes,alt heat,,,No,none,No,No,No
Vancouver,BC,49.2792468,-123.1255314,770000.0,2.0,0.0,0.0,Condo,750.0,Yes,Yes,,,No,radiant,,,No,none,No,No,No
Campbell River,BC,49.9536993,-125.2086999,779900.0,3.0,2.0,0.17,Single Family,1702.0,Yes,No,No basement,,Yes,radiant,laminate,asphalt,No,municipal,No,No,No
Calgary,AB,50.91270768,-114.11841417,569900.0,3.0,3.0,0.07,Single Family,1231.0,Yes,No,Finished,,Yes,forced air,tile,asphalt,No,none,No,No,No
Calgary,AB,50.8662566,-113.9530019,489900.0,3.0,2.0,0.0,Condo,1179.0,No,Yes,,,No,radiant,vinyl,,No,none,No,No,Yes
Richmond,BC,49.1761244,-123.1475521,1498000.0,3.0,3.0,0.0,Condo,1310.0,Yes,No,,,No,heat pump,,,No,none,No,No,No
West Kelowna,BC,49.8453021,-119.5722794,1599000.0,5.0,4.0,0.24,Single Family,3501.0,Yes,No,Finished,Composite,Yes,forced air,carpet,asphalt,No,municipal,No,No,No
Keremeos,BC,49.2057304,-119.8217926,574900.0,2.0,2.0,0.25,Single Family,1196.0,Yes,Yes,Partial,Concrete,No,forced air,tile,asphalt,No,municipal,No,No,No
Kelowna,BC,49.8860395,-119.462489,499900.0,3.0,2.0,0.07,Single Family,1807.0,Yes,Yes,,,No,forced air,,tar,No,municipal,No,No,No
Courtenay,BC,49.7627834,-125.021098,2495000.0,6.0,5.0,1.65,Single Family,4833.0,Yes,No,,,Yes,heat pump,wood,fiberglass,No,septic,Yes,Yes,Yes
Prince George,BC,53.9147059,-122.7710213,432500.0,4.0,2.0,0.14,Single Family,1556.0,No,No,Finished,Vinyl,No,,,asphalt,No,none,No,No,No
Savary Island,BC,49.9398522,-124.8538336,685000.0,2.0,2.0,0.34,Single Family,1350.0,No,No,,,Yes,,,,No,none,No,No,No
West Kelowna,BC,49.8924866,-119.5568619,924900.0,2.0,3.0,0.0,Single Family,1549.0,Yes,Yes,,Concrete,Yes,,,,No,municipal,No,No,No
Vernon,BC,50.2581105,-119.2916003,438800.0,3.0,2.0,0.0,Condo,1536.0,No,No,,Concrete,No,,carpet,,No,municipal,No,No,No
Okanagan Falls,BC,49.4017143,-119.5637665,1099999.0,3.0,3.0,0.99,Single Family,2244.0,No,Yes,,Vinyl,Yes,forced air,wood,metal,No,septic,No,No,No
Kamloops,BC,50.6666517,-120.1802444,659900.0,4.0,3.0,0.93,Single Family,2190.0,Yes,No,Partial,Vinyl,No,forced air,other,asphalt,No,municipal,No,No,No
Surrey,BC,49.194545,-122.810089,550000.0,2.0,1.0,0.0,Townhome,850.0,No,Yes,,,Yes,radiant,,,No,none,No,No,No
Surrey,BC,49.1685297,-122.8378112,2599000.0,9.0,7.0,0.17,Single Family,3874.0,Yes,No,,,No,radiant,,,No,none,No,No,No
Peachland,BC,49.7669067,-119.7459335,990000.0,2.0,3.0,0.0,Condo,1814.0,Yes,No,,Composite,Yes,,wood,,No,municipal,No,No,No
Langley,BC,49.1720228,-122.6305517,1199900.0,3.0,2.0,0.11,Single Family,1573.0,Yes,No,,,Yes,forced air,,,No,none,No,No,No
Calgary,AB,51.1813449,-114.1013372,664900.0,4.0,4.0,0.07,Duplex,1506.0,Yes,No,Finished,,No,forced air,carpet,asphalt,No,none,No,Yes,No
Richmond,BC,49.189992,-123.1269325,918000.0,2.0,2.0,0.0,Condo,928.0,Yes,Yes,,,No,forced air,,,No,none,No,No,No
Vancouver,BC,49.2881661,-123.1241567,799000.0,1.0,1.0,0.0,Condo,688.0,Yes,No,,,Yes,,,,No,none,No,No,No
Vancouver,BC,49.2788252,-123.1077788,699000.0,1.0,1.0,0.0,Condo,588.0,Yes,Yes,,,No,radiant,,,No,none,No,No,No
Kathyrn,AB,51.2521475,-113.7064748,1400000.0,4.0,3.0,8.48,Single Family,2239.0,Yes,No,Finished,,Yes,forced air,carpet,asphalt,No,septic,No,Yes,Yes
Calgary,AB,50.87511052,-114.08153817,513990.0,3.0,3.0,0.04,Townhome,1469.0,Yes,No,,,No,forced air,carpet,asphalt,No,none,No,No,No
Surrey,BC,49.1858395,-122.7947919,799990.0,3.0,3.0,0.0,Condo/Townhome,1346.0,No,Yes,,,Yes,radiant,,,No,none,No,No,No
Kamloops,BC,50.6681175,-120.2076035,227500.0,3.0,2.0,0.0,Single Family,1150.0,No,No,,,No,forced air,laminate,other,No,municipal,No,No,No
Prince Albert,SK,53.1942017,-105.8006826,140000.0,4.0,2.0,0.16,Single Family,816.0,No,No,Finished,Vinyl,No,forced air,,asphalt,No,none,No,No,No
Courtenay,BC,49.7039452,-124.954662,1395000.0,3.0,3.0,0.24,Single Family,2124.0,Yes,No,No basement,,Yes,heat pump,carpet,tile,No,municipal,No,Yes,Yes
Prince George,BC,53.9280111,-122.8056985,449900.0,4.0,2.0,0.12,Single Family,1824.0,Yes,Yes,Finished,,No,forced air,,asphalt,No,none,No,No,No
Halfmoon Bay,BC,49.4813264,-123.9024175,1849000.0,2.0,2.0,0.56,Single Family,2160.0,No,Yes,,,Yes,radiant,,,No,none,No,No,No
Vancouver,BC,49.2923591,-123.1326009,1600000.0,2.0,2.0,0.0,Condo,1144.0,Yes,Yes,,,Yes,forced air,,,No,none,No,No,No
Calgary,AB,51.03721748,-114.06173495,365000.0,2.0,2.0,0.0,Condo,1049.0,Yes,Yes,,,Yes,radiant,carpet,,No,municipal,No,No,Yes
Brooks,AB,50.572845,-111.915502,389000.0,2.0,1.0,1.86,Townhome,894.0,Yes,No,,,No,,other,asphalt,No,none,No,No,No
North Vancouver,BC,49.328643,-123.049575,1799000.0,3.0,4.0,0.31,Single Family,2808.0,Yes,No,,,Yes,radiant,,,No,none,No,No,No
Vancouver,BC,49.2625831,-123.1514328,948000.0,2.0,2.0,0.0,Condo,875.0,Yes,Yes,,,Yes,,,,No,none,No,No,No
Calgary,AB,51.03511649,-114.20563924,474900.0,2.0,2.0,0.0,Condo/Townhome,833.0,Yes,No,,,No,forced air,vinyl,,No,none,No,No,No
New Westminster,BC,49.184864,-122.947528,1999000.0,6.0,6.0,0.11,Single Family,3058.0,Yes,No,,,Yes,radiant,,,No,none,No,No,No
Chilliwack,BC,49.1732093,-121.9468603,299900.0,1.0,1.0,0.0,Condo,661.0,Yes,No,,,No,radiant,,,No,none,No,No,No
West Kelowna,BC,49.8577347,-119.6186981,924900.0,2.0,3.0,0.0,Condo,2418.0,Yes,No,,Brick,Yes,forced air,carpet,,No,municipal,No,No,No
Oyama,BC,50.1278534,-119.3876724,1225000.0,4.0,3.0,5.02,Single Family,2844.0,Yes,No,,Concrete,Yes,forced air,carpet,asphalt,No,septic,No,No,No
Vancouver,BC,49.2387201,-123.1181326,1575900.0,2.0,2.0,0.0,Condo,926.0,Yes,Yes,,,No,forced air,,,No,none,No,No,No
Port Hardy,BC,50.723083,-127.496486,248000.0,3.0,1.0,0.13,Manufactured Home,1056.0,No,No,,,No,forced air,,asphalt,No,municipal,No,No,No
Vancouver,BC,49.2387201,-123.1181326,950900.0,2.0,1.0,0.0,Condo,592.0,Yes,Yes,,,No,forced air,,,No,none,No,No,No
Surrey,BC,49.1688096,-122.8691863,1699000.0,7.0,5.0,0.17,Single Family,3177.0,Yes,Yes,,,No,forced air,,,No,none,No,No,No
West Vancouver,BC,49.3445832,-123.2190852,4270000.0,5.0,5.0,0.28,Single Family,3650.0,Yes,Yes,,,No,radiant,,,No,none,No,No,No
Lethbridge,AB,49.6791556,-112.9055621,659900.0,5.0,4.0,0.1,Single Family,1621.0,Yes,No,Finished,,Yes,forced air,carpet,asphalt,No,none,No,No,No
Parksville,BC,49.314035,-124.315766,759900.0,5.0,3.0,0.19,Single Family,1754.0,Yes,Yes,Finished,,Yes,forced air,other,asphalt,No,municipal,No,No,Yes
North Vancouver,BC,49.3229347,-123.1151908,880000.0,2.0,2.0,0.0,Condo/Townhome,975.0,Yes,No,,,Yes,radiant,,,No,none,No,No,No
Castlegar,BC,49.286,-117.653856,534900.0,4.0,2.0,0.26,Single Family,2132.0,Yes,No,,Concrete,No,forced air,carpet,asphalt,No,municipal,No,No,No
Kelowna,BC,49.8028336,-119.4724197,409900.0,1.0,1.0,0.0,Condo,659.0,No,Yes,,,No,heat pump,,,No,municipal,No,No,No
"Rural Grande Prairie No. 1, County of",AB,55.211093026,-118.818056865,759900.0,4.0,3.0,0.19,Single Family,2034.0,Yes,No,Finished,Vinyl,Yes,forced air,carpet,,No,municipal,No,No,No
Kelowna,BC,50.0063591,-119.3972473,688800.0,1.0,1.0,0.09,Mobile Home,968.0,No,No,,Vinyl,Yes,,carpet,asphalt,No,septic,No,No,No
Calgary,AB,51.0336549,-114.1150645,979000.0,4.0,5.0,0.06,Duplex,2224.0,Yes,No,Finished,,Yes,forced air,carpet,asphalt,No,none,No,Yes,No
Lethbridge,AB,49.69610305,-112.84750693,224900.0,1.0,1.0,0.0,Condo,757.0,No,Yes,,,No,radiant,carpet,,No,none,No,No,No
Medicine Hat,AB,50.027568,-110.681337,659900.0,3.0,3.0,0.15,Single Family,2050.0,Yes,No,Finished,,Yes,forced air,carpet,metal,No,none,No,No,No
Surrey,BC,49.194477,-122.8353648,498000.0,2.0,2.0,0.0,Condo,777.0,Yes,Yes,,,No,radiant,,,No,none,No,No,No
Surrey,BC,49.1859915,-122.780712,1298000.0,3.0,2.0,0.17,Single Family,1957.0,No,No,,,Yes,forced air,,,No,none,No,No,No
Maple Ridge,BC,49.2253389,-122.5994191,685000.0,2.0,2.0,0.0,Condo,1206.0,Yes,Yes,,,Yes,radiant,,,No,none,No,No,No
Fort McMurray,AB,56.731298,-111.387671,64900.0,2.0,1.0,0.0,Condo,904.0,No,Yes,,,No,radiant,vinyl,,No,none,No,No,No
Vancouver,BC,49.2755788,-123.1278306,889000.0,2.0,1.0,0.0,Condo,709.0,Yes,Yes,,,No,radiant,,,No,none,No,No,No
Calgary,AB,50.9190976,-114.1574965,742000.0,3.0,3.0,0.07,Single Family,1782.0,Yes,No,Finished,,Yes,forced air,carpet,asphalt,No,none,No,Yes,No
Lloydminster,AB,53.2508684,-110.0393535,779900.0,5.0,4.0,0.16,Single Family,2076.0,Yes,No,Finished,,No,forced air,carpet,asphalt,No,none,No,Yes,No
Kelowna,BC,49.858253,-119.479314,725000.0,2.0,2.0,0.0,Condo,1492.0,Yes,No,,Concrete,Yes,,,,No,municipal,No,No,No
